YEAR,WEEK,highTemper,rain,sunHour,sunAmount,humidity,cloud,snow,wind,price
2017,16,19.8,3.1,6.7,5.4,65,1.4,0,8.9,43629
2017,17,21.7,0.4,9.9,7.5,53.2,0.8,0,10,43857
2017,18,25.2,0.7,9.8,7.2,55.6,1,0,8.9,44200
2017,19,22.6,2.6,5.3,5,69.7,1.6,0,9.3,44200
2017,20,24.8,0.1,10.9,8.1,56.8,0.8,0,8.5,45857
2017,21,25.5,0.7,9.8,7.7,63.2,0.9,0,8.1,46314
2017,22,27.4,0.7,9.8,7.5,59.6,1,0,8.4,47714
2017,23,25.3,2.8,7.3,6.4,65.4,1.6,0,8.7,49571
2017,24,27.3,0.4,10.5,8.1,63.9,0.8,0,7.7,54314
2017,25,29.9,0.8,8.3,6.9,66.4,1.4,0,7.1,57543
2017,26,28.4,4.9,4.5,5.3,79.4,2.1,0,6.7,57229
2017,27,29.3,17,3.1,4.2,85.9,2.3,0,8,57943
2017,28,30.7,9.4,5.5,5.4,82.1,1.8,0,8.3,57914
2017,29,31.6,5.1,5.6,5.5,81.7,1.7,0,7.2,57500
2017,30,30.2,6.9,5,5,82.3,1.7,0,6.2,57571
2017,31,31.8,3.1,7.4,6,81.1,1.4,0,6.4,56300
