YEAR,WEEK,avgTemper,rain,sunHour,sunAmount,humidity,cloud,snow,wind,price
2017,3,-1.5,0.4,6.3,4.6,58.6,1.9,0.4,8.2,30973
2017,4,-1.9,0.3,8.1,6.0,53.5,1.4,0.6,9.3,30340
2017,5,0.8,0.9,6.2,5.2,57.9,2.2,0.2,8.2,30737
2017,6,-0.2,0.5,5.8,5.3,56.6,2.4,0.3,10.6,30506
2017,7,2.8,0.5,8.7,7.2,55.6,1.2,0.3,9.1,29734
2017,8,2.6,3.5,7.1,6.7,59.5,2.3,0.0,10.4,30251
2017,9,4.8,0.8,8.3,8.0,58.1,1.8,0.0,8.0,30955
2017,10,4.3,0.1,9.0,8.9,48.4,1.3,0.1,10.3,31340
2017,11,7.3,0.0,8.6,8.9,50.4,1.8,0.0,8.3,31799
2017,12,8.2,1.5,5.8,7.3,57.0,3.0,0.0,7.9,32123
2017,13,8.1,1.4,5.5,7.3,69.7,3.3,0.0,8.5,32360
2017,14,12.7,4.9,7.2,8.5,65.4,2.6,0.0,8.8,32196
2017,15,13.9,1.7,8.4,10.1,53.9,2.5,0.0,10.8,32435
2017,16,13.9,3.2,6.8,8.5,64.8,2.7,0.0,8.9,32553
2017,17,15.2,0.4,9.8,11.8,53.7,1.5,0.0,9.9,31954
2017,18,18.5,0.7,9.7,11.5,55.8,1.8,0.0,9.0,31739
2017,19,17.2,2.6,5.4,7.9,69.9,3.3,0.0,9.5,32581
2017,20,18.4,0.0,11.2,12.9,56.1,1.5,0.0,8.4,33000
2017,21,18.9,0.6,10.1,12.4,62.3,1.8,0.0,8.2,33413
2017,22,21.0,0.5,10.2,12.2,59.7,1.9,0.0,8.5,34540
2017,23,20.1,2.8,7.4,10.1,65.0,3.1,0.0,8.9,35188
2017,24,21.2,0.3,10.7,12.9,63.2,1.5,0.0,8.0,36493
2017,25,23.7,0.9,8.5,10.8,66.1,2.7,0.0,7.2,37806
2017,26,23.9,4.8,4.7,8.3,79.4,4.1,0.0,6.9,38826
2017,27,25.7,17.0,3.0,6.6,86.3,4.5,0.0,8.5,38897
2017,28,26.1,10.3,5.4,8.5,83.0,3.6,0.0,8.6,38872
2017,29,27.4,4.5,5.8,8.9,81.7,3.4,0.0,7.3,39021
2017,30,25.4,7.2,5.2,8.1,81.5,3.4,0.0,6.6,39174
2017,31,27.3,3.1,7.7,9.7,80.3,2.8,0.0,6.9,38847
2017,32,27.0,4.6,6.4,8.7,79.4,3.0,0.0,7.1,38596
