YEAR,WEEK,avgTemper,rain,sunHour,sunAmount,humidity,cloud,snow,wind,price
2016,29,25.3,0.3,7.9,10.5,78.2,3.0,0.0,6.8,51829
2016,30,27.4,3.8,7.1,9.1,80.4,3.1,0.0,7.6,54629
2016,31,27.7,2.8,8.2,9.5,79.3,2.4,0.0,6.8,54800
2016,32,28.8,1.3,10.4,11.0,75.2,1.2,0.0,6.7,55657
2016,33,28.5,1.3,8.3,9.7,73.7,2.5,0.0,6.9,55229
2016,34,26.3,2.4,7.7,9.0,71.2,2.5,0.0,7.7,54800
2016,35,21.8,11.8,5.2,6.8,75.9,3.4,0.0,10.3,55114
2016,36,23.7,1.8,4.7,6.8,81.4,3.6,0.0,6.2,52800
2016,37,22.4,13.1,4.5,6.0,82.3,3.8,0.0,6.4,45667
2016,38,19.9,1.1,6.7,7.5,72.0,2.7,0.0,7.6,41800
2016,39,20.7,5.7,1.8,4.0,85.6,4.6,0.0,5.7,40171
2016,40,20.2,16.0,4.9,5.9,81.7,3.1,0.0,9.5,37343
2016,41,15.1,0.0,7.0,6.9,69.5,2.7,0.0,6.4,36833
2016,42,17.1,3.5,3.9,4.7,80.7,3.5,0.0,6.6,35467
2016,43,14.7,4.1,2.7,3.7,78.6,3.8,0.0,8.4,34567
2016,48,5.5,0.8,5.9,4.4,62.0,2.0,0.0,7.9,36200
2016,49,4.1,0.5,5.5,4.1,61.5,1.9,0.0,8.3,36800
2016,50,2.1,0.2,5.5,4.0,59.1,2.2,0.1,7.9,37714
2016,51,5.8,6.7,2.9,2.6,78.3,3.7,0.0,8.5,38657
2016,52,1.3,1.8,5.8,4.1,65.9,2.3,0.0,7.8,38800
2017,1,4.9,0.4,5.1,3.9,71.1,2.3,0.0,6.4,39300
2017,2,0.8,0.3,6.1,4.4,55.6,2.0,0.1,10.8,39743
2017,3,-1.5,0.4,6.3,4.6,58.6,1.9,0.4,8.2,40171
2017,4,-1.9,0.3,8.1,6.0,53.5,1.4,0.6,9.3,39857
2017,5,0.8,0.9,6.2,5.2,57.9,2.2,0.2,8.2,39400
2017,6,-0.2,0.5,5.8,5.3,56.6,2.4,0.3,10.6,39971
2017,7,2.8,0.5,8.7,7.2,55.6,1.2,0.3,9.1,40057
2017,8,2.6,3.5,7.1,6.7,59.5,2.3,0.0,10.4,39257
2017,9,4.8,0.8,8.3,8.0,58.1,1.8,0.0,8.0,39229
2017,10,4.3,0.1,9.0,8.9,48.4,1.3,0.1,10.3,40943
2017,11,7.3,0.0,8.6,8.9,50.4,1.8,0.0,8.3,41171
2017,12,8.2,1.5,5.8,7.3,57.0,3.0,0.0,7.9,41000
2017,13,8.1,1.4,5.5,7.3,69.7,3.3,0.0,8.5,41114
2017,14,12.7,4.9,7.2,8.5,65.4,2.6,0.0,8.8,41857
2017,15,13.9,1.7,8.4,10.1,53.9,2.5,0.0,10.8,42000
2017,16,13.9,3.2,6.8,8.5,64.8,2.7,0.0,8.9,42000
2017,17,15.2,0.4,9.8,11.8,53.7,1.5,0.0,9.9,41943
2017,18,18.5,0.7,9.7,11.5,55.8,1.8,0.0,9.0,43629
2017,19,17.2,2.6,5.4,7.9,69.9,3.3,0.0,9.5,43857
2017,20,18.4,0.0,11.2,12.9,56.1,1.5,0.0,8.4,44200
2017,21,18.9,0.6,10.1,12.4,62.3,1.8,0.0,8.2,44200
2017,22,21.0,0.5,10.2,12.2,59.7,1.9,0.0,8.5,45857
2017,23,20.1,2.8,7.4,10.1,65.0,3.1,0.0,8.9,46314
2017,24,21.2,0.3,10.7,12.9,63.2,1.5,0.0,8.0,47714
2017,25,23.7,0.9,8.5,10.8,66.1,2.7,0.0,7.2,49571
2017,26,23.9,4.8,4.7,8.3,79.4,4.1,0.0,6.9,54314
2017,27,25.7,17.0,3.0,6.6,86.3,4.5,0.0,8.5,57543
2017,28,26.1,10.3,5.4,8.5,83.0,3.6,0.0,8.6,57229
2017,29,27.4,4.5,5.8,8.9,81.7,3.4,0.0,7.3,57943
2017,30,25.4,7.2,5.2,8.1,81.5,3.4,0.0,6.6,57914
2017,31,27.3,3.1,7.7,9.7,80.3,2.8,0.0,6.9,57500
2017,32,27.0,4.6,6.4,8.7,79.4,3.0,0.0,7.1,57571
2017,33,23.9,21.2,0.5,3.8,84.2,5.0,0.0,8.0,56300
