YEAR,WEEK,date,avgTemper,rain,sunHour,sunAmount,humidity,cloud,snow,wind
2014,45,2014-11-09,10.8,0.1,8.6,5.9,60.4,1.2,0.0,7.7
2014,45,2014-11-10,9.0,0.0,8.8,6.1,60.5,0.6,0.0,5.5
2014,45,2014-11-11,9.2,0.6,7.0,5.0,66.6,2.8,0.0,6.0
2014,45,2014-11-12,8.5,2.0,5.9,4.2,55.0,3.3,0.0,13.8
2014,45,2014-11-13,2.9,0.1,7.3,5.3,46.4,2.1,0.0,11.8
2014,45,2014-11-14,5.4,0.1,7.6,5.1,55.7,1.6,0.0,8.8
2014,45,2014-11-15,5.9,0.0,7.5,5.3,54.4,2.4,0.0,6.5
2014,46,2014-11-16,7.9,0.3,5.3,4.3,49.3,4.1,0.0,5.9
2014,46,2014-11-17,7.2,0.6,6.0,3.9,62.9,2.6,0.0,9.0
2014,46,2014-11-18,5.7,0.0,8.6,5.8,56.5,0.4,0.0,7.3
2014,46,2014-11-19,5.3,0.0,8.3,5.6,55.9,1.7,0.0,5.4
2014,46,2014-11-20,6.8,0.0,8.6,5.4,58.4,0.8,0.0,5.0
2014,46,2014-11-21,8.7,0.0,6.4,4.4,65.4,2.3,0.0,5.4
2014,46,2014-11-22,9.7,1.3,4.2,3.3,75.8,3.0,0.0,6.7
2014,47,2014-11-23,9.4,0.0,2.6,3.3,76.5,4.5,0.0,5.2
2014,47,2014-11-24,9.9,25.3,0.1,0.9,82.5,5.7,0.0,7.0
2014,47,2014-11-25,10.2,1.4,2.1,2.4,71.2,4.8,0.0,9.1
2014,47,2014-11-26,9.7,0.8,4.6,3.7,69.4,2.9,0.0,6.2
2014,47,2014-11-27,9.0,0.0,6.8,4.5,77.1,1.4,0.0,4.7
2014,47,2014-11-28,9.6,6.3,0.1,0.7,85.6,4.8,0.0,9.5
2014,47,2014-11-29,10.1,0.0,6.1,4.4,74.7,2.4,0.0,7.0
2014,48,2014-11-30,9.9,8.9,0.2,1.1,88.1,5.6,0.0,8.0
2014,48,2014-12-01,2.7,1.5,4.0,2.9,59.6,3.6,0.3,16.4
2014,48,2014-12-02,-2.4,0.6,7.2,4.6,50.7,1.8,0.7,11.6
2014,48,2014-12-03,0.8,2.3,3.8,3.1,66.5,4.1,1.4,9.2
2014,48,2014-12-04,-0.4,1.4,5.3,3.3,62.4,3.2,1.5,9.4
2014,48,2014-12-05,-2.9,1.1,7.3,4.3,57.0,1.7,2.0,10.2
2014,48,2014-12-06,-2.0,0.4,7.7,4.8,56.9,1.4,1.1,10.4
2014,49,2014-12-07,-1.0,0.1,3.9,3.4,56.5,3.4,0.7,6.1
2014,49,2014-12-08,0.5,1.8,6.9,4.3,62.4,2.0,1.4,8.1
2014,49,2014-12-09,-0.3,0.0,8.2,5.1,52.7,1.5,0.3,6.7
2014,49,2014-12-10,3.6,0.6,2.1,2.2,66.1,4.9,0.2,6.3
2014,49,2014-12-11,2.5,0.3,4.7,3.4,60.0,4.1,0.1,11.0
2014,49,2014-12-12,-0.1,0.8,5.3,3.7,61.4,3.4,0.8,9.6
2014,49,2014-12-13,-2.0,0.6,7.2,4.2,55.9,2.0,1.9,11.0
2014,50,2014-12-14,-1.2,0.1,7.2,4.6,57.2,1.6,0.4,8.0
2014,50,2014-12-15,2.4,2.9,1.4,2.4,69.6,4.9,0.6,6.7
2014,50,2014-12-16,-0.9,4.9,0.4,0.5,62.5,0.4,1.1,14.5
2014,50,2014-12-17,-5.5,1.1,6.5,4.1,50.1,1.8,1.6,14.1
2014,50,2014-12-18,-4.5,0.0,8.3,5.4,43.7,0.4,1.4,9.6
2014,50,2014-12-19,-1.2,1.0,2.1,2.4,59.4,4.3,0.7,5.6
2014,50,2014-12-20,1.1,2.3,5.9,3.4,62.0,2.9,0.5,11.7
2014,51,2014-12-21,-2.9,0.8,5.6,3.6,57.1,2.5,1.4,9.7
2014,51,2014-12-22,-2.0,0.4,4.6,2.9,66.4,2.2,1.6,9.7
2014,51,2014-12-23,0.6,0.0,4.0,3.0,65.1,3.1,1.1,5.3
2014,51,2014-12-24,3.6,0.2,5.3,3.1,64.5,2.7,0.2,9.5
2014,51,2014-12-25,0.0,0.0,7.8,4.9,50.2,0.7,0.1,9.7
2014,51,2014-12-26,-1.5,0.0,8.2,5.1,50.2,0.5,0.1,6.8
2014,51,2014-12-27,-0.3,0.0,7.6,4.6,58.1,1.6,0.0,4.6
2014,52,2014-12-28,0.6,0.0,2.6,2.7,63.0,3.6,0.0,5.3
2014,52,2014-12-29,3.3,0.1,4.9,3.5,69.1,2.6,0.0,6.7
2014,52,2014-12-30,3.8,0.0,7.6,4.5,57.3,0.2,0.0,9.4
2014,52,2014-12-31,0.5,0.8,4.4,2.7,58.4,2.9,0.3,13.3
2015,0,2015-01-01,-4.6,0.9,7.0,4.5,48.7,1.9,1.0,12.7
2015,0,2015-01-02,-3.4,0.5,6.5,3.9,53.8,1.7,1.2,11.6
2015,0,2015-01-03,-1.6,0.0,7.5,4.8,55.5,2.2,0.4,6.4
2015,1,2015-01-04,3.0,0.0,6.1,4.0,68.1,1.3,0.3,5.7
2015,1,2015-01-05,4.4,3.6,4.0,3.4,72.6,4.1,0.1,6.1
2015,1,2015-01-06,1.7,6.0,7.8,5.2,54.5,2.4,0.0,11.8
2015,1,2015-01-07,-2.5,0.0,7.6,5.1,40.2,1.5,0.0,9.5
2015,1,2015-01-08,-2.2,0.0,8.2,5.2,52.4,0.5,0.0,7.8
2015,1,2015-01-09,0.0,0.0,6.3,3.8,60.1,1.2,0.0,8.6
2015,1,2015-01-10,1.4,0.0,8.3,5.3,55.9,0.4,0.0,8.8
2015,2,2015-01-11,1.4,0.1,7.7,5.0,55.6,0.7,0.0,11.4
2015,2,2015-01-12,-1.1,0.0,8.4,5.4,49.2,0.2,0.0,7.7
2015,2,2015-01-13,1.2,0.0,5.8,4.4,56.9,3.1,0.0,4.7
2015,2,2015-01-14,3.0,2.1,0.1,1.3,63.4,5.6,0.0,5.1
2015,2,2015-01-15,3.5,0.4,4.9,3.7,65.0,2.1,0.0,7.1
2015,2,2015-01-16,1.9,0.3,2.2,2.0,71.5,4.0,0.0,11.4
2015,2,2015-01-17,-0.7,0.1,8.5,5.9,45.7,0.9,0.0,11.6
2015,3,2015-01-18,0.5,1.8,6.0,4.8,57.4,2.9,0.8,9.8
2015,3,2015-01-19,2.6,0.3,6.0,4.1,59.4,2.0,0.7,10.9
2015,3,2015-01-20,0.9,0.0,7.9,5.2,61.9,2.6,0.1,5.6
2015,3,2015-01-21,3.3,3.5,0.5,1.7,74.5,5.4,0.0,4.6
2015,3,2015-01-22,3.3,1.8,2.0,2.4,76.4,5.2,0.0,7.4
2015,3,2015-01-23,1.9,0.0,6.7,4.8,73.1,2.1,0.0,6.6
2015,3,2015-01-24,3.2,0.0,7.4,5.2,68.8,1.7,0.0,6.8
2015,4,2015-01-25,4.5,4.7,0.8,2.1,79.3,4.3,0.0,6.3
2015,4,2015-01-26,5.8,2.0,1.0,1.6,84.3,5.9,0.0,7.6
2015,4,2015-01-27,0.6,0.1,6.6,5.2,58.4,2.2,0.0,9.1
2015,4,2015-01-28,-1.7,0.1,6.9,5.4,56.5,2.4,0.1,7.6
2015,4,2015-01-29,0.6,1.7,0.1,1.7,73.3,6.3,0.1,5.6
2015,4,2015-01-30,0.0,0.2,7.3,5.2,56.2,2.7,0.1,11.5
2015,4,2015-01-31,-2.4,0.0,8.9,6.4,50.0,0.4,0.0,8.3
2015,5,2015-02-01,-1.3,0.0,9.2,6.9,51.8,0.2,0.0,6.1
2015,5,2015-02-02,0.3,0.0,7.5,5.6,56.6,1.9,0.0,5.2
2015,5,2015-02-03,1.3,0.0,7.0,5.2,61.9,3.1,0.0,5.8
2015,5,2015-02-04,1.3,0.1,5.0,3.9,65.6,3.6,0.0,7.6
2015,5,2015-02-05,1.1,0.2,6.9,5.0,59.8,2.1,0.1,8.9
2015,5,2015-02-06,1.6,0.0,8.2,6.3,57.6,1.8,0.0,7.1
2015,5,2015-02-07,2.4,0.0,4.0,4.3,61.5,3.3,0.0,8.6
2015,6,2015-02-08,-4.6,0.1,8.4,6.6,40.2,1.3,0.1,13.4
2015,6,2015-02-09,-3.7,0.1,7.9,6.6,46.5,1.7,0.1,11.4
2015,6,2015-02-10,3.0,0.0,7.1,5.3,56.4,2.2,0.1,10.5
2015,6,2015-02-11,4.1,0.0,6.6,5.5,58.9,2.9,0.0,8.5
2015,6,2015-02-12,0.9,0.0,9.2,7.0,40.8,0.7,0.0,12.1
2015,6,2015-02-13,-0.4,0.0,9.3,7.3,41.3,0.2,0.0,9.7
2015,6,2015-02-14,2.7,0.0,6.7,5.7,61.2,1.1,0.0,7.7
2015,7,2015-02-15,6.5,4.6,2.5,3.0,67.9,4.2,0.0,8.0
2015,7,2015-02-16,5.4,9.2,0.2,0.7,88.5,6.6,0.0,7.5
2015,7,2015-02-17,3.6,0.3,4.1,4.2,70.9,4.8,0.0,9.8
2015,7,2015-02-18,2.3,0.1,2.5,3.1,66.3,3.2,0.0,7.9
2015,7,2015-02-19,2.5,0.1,8.1,6.9,63.4,1.2,0.0,7.0
2015,7,2015-02-20,4.5,0.0,7.7,6.8,61.9,1.9,0.0,6.3
2015,7,2015-02-21,6.6,8.9,0.0,1.2,79.7,4.9,0.0,7.4
2015,8,2015-02-22,6.2,1.3,4.2,4.4,73.2,4.3,0.0,9.9
2015,8,2015-02-23,3.2,0.0,6.6,6.8,55.8,3.0,0.0,8.3
2015,8,2015-02-24,3.7,0.0,8.2,7.4,54.8,2.2,0.0,7.4
2015,8,2015-02-25,5.6,0.2,3.6,4.5,56.0,5.4,0.0,6.4
2015,8,2015-02-26,3.8,0.2,7.2,6.5,52.3,2.9,0.0,12.5
2015,8,2015-02-27,-0.1,0.0,7.8,7.1,41.3,2.9,0.0,10.6
2015,8,2015-02-28,2.4,2.0,0.4,2.8,57.4,4.4,0.0,7.0
2015,9,2015-03-01,3.2,1.0,5.4,5.4,64.5,2.9,0.0,10.6
2015,9,2015-03-02,3.7,0.0,10.0,8.8,48.6,0.7,0.0,7.8
2015,9,2015-03-03,3.6,3.5,0.8,2.7,69.4,6.0,0.0,10.3
2015,9,2015-03-04,0.2,0.0,9.5,8.8,41.1,1.9,0.0,13.6
2015,9,2015-03-05,0.8,0.0,8.1,7.8,46.6,3.0,0.0,7.3
2015,9,2015-03-06,3.5,0.0,8.8,8.0,53.3,1.8,0.0,6.8
2015,9,2015-03-07,4.6,0.0,9.8,8.5,54.3,0.8,0.0,6.6
2015,10,2015-03-08,6.7,0.0,8.7,8.2,50.9,1.8,0.0,7.0
2015,10,2015-03-09,4.5,0.3,8.5,8.1,44.2,2.6,0.0,14.2
2015,10,2015-03-10,-1.5,0.0,10.0,9.7,34.1,1.1,0.0,14.4
2015,10,2015-03-11,2.5,0.0,9.1,8.0,43.3,1.6,0.0,13.7
2015,10,2015-03-12,3.7,0.0,10.4,9.7,38.0,0.7,0.0,10.7
2015,10,2015-03-13,5.9,1.8,5.4,5.5,57.7,3.4,0.0,8.9
2015,10,2015-03-14,5.1,0.0,8.8,8.9,43.8,1.4,0.0,7.1
2015,11,2015-03-15,6.6,0.0,9.1,8.5,46.4,1.6,0.0,6.7
2015,11,2015-03-16,9.5,0.0,9.1,8.6,45.8,1.6,0.0,5.9
2015,11,2015-03-17,11.7,0.0,4.8,6.4,50.1,4.4,0.0,6.6
2015,11,2015-03-18,9.8,30.4,0.0,1.1,78.9,6.7,0.0,9.5
2015,11,2015-03-19,11.4,0.6,7.9,8.5,71.0,2.8,0.0,7.1
2015,11,2015-03-20,12.1,0.0,6.7,7.7,56.4,3.9,0.0,7.2
2015,11,2015-03-21,11.8,0.0,9.3,8.9,47.7,0.7,0.0,7.8
2015,12,2015-03-22,9.6,0.0,9.9,9.8,39.6,0.1,0.0,12.1
2015,12,2015-03-23,5.7,0.0,11.0,10.8,32.1,0.4,0.0,12.3
2015,12,2015-03-24,5.2,0.0,10.8,10.6,41.0,0.0,0.0,8.3
2015,12,2015-03-25,6.2,0.0,11.1,10.7,46.3,0.0,0.0,6.9
2015,12,2015-03-26,8.1,0.0,11.0,10.7,43.6,0.2,0.0,7.6
2015,12,2015-03-27,9.4,0.0,8.8,8.6,44.2,2.1,0.0,7.6
2015,12,2015-03-28,10.7,0.0,8.4,9.2,41.6,1.6,0.0,8.1
2015,13,2015-03-29,11.7,0.0,7.6,8.1,54.6,1.4,0.0,6.9
2015,13,2015-03-30,13.0,0.0,9.7,9.7,61.7,0.9,0.0,8.1
2015,13,2015-03-31,12.6,3.8,0.3,1.4,80.1,6.0,0.0,5.9
2015,13,2015-04-01,11.9,1.1,1.5,3.5,78.5,6.1,0.0,10.2
2015,13,2015-04-02,13.6,7.8,3.1,5.6,74.9,5.5,0.0,14.7
2015,13,2015-04-03,12.4,9.4,3.2,5.1,79.5,5.4,0.0,13.1
2015,13,2015-04-04,11.2,16.1,4.4,5.7,67.9,3.8,0.0,10.1
2015,14,2015-04-05,10.1,2.9,0.1,2.1,84.8,4.8,0.0,6.2
2015,14,2015-04-06,10.1,5.3,0.4,2.6,78.2,6.5,0.0,7.8
2015,14,2015-04-07,7.7,0.4,2.1,5.1,68.8,6.0,0.0,8.0
2015,14,2015-04-08,7.9,0.1,4.5,6.9,64.8,4.5,0.0,7.2
2015,14,2015-04-09,9.0,0.0,9.4,10.0,60.0,3.1,0.0,7.0
2015,14,2015-04-10,10.5,0.0,10.4,10.8,55.2,0.7,0.0,8.0
2015,14,2015-04-11,11.7,0.0,11.0,11.3,51.5,0.5,0.0,7.6
2015,15,2015-04-12,12.1,1.3,2.9,6.1,50.4,3.8,0.0,10.4
2015,15,2015-04-13,10.4,7.9,1.1,3.4,71.0,6.2,0.0,11.1
2015,15,2015-04-14,8.5,9.8,4.1,6.0,76.9,5.0,0.0,8.2
2015,15,2015-04-15,11.7,0.9,9.1,10.2,64.9,2.2,0.0,10.0
2015,15,2015-04-16,11.5,2.3,4.8,6.2,64.0,3.4,0.0,13.6
2015,15,2015-04-17,11.0,0.0,11.0,11.7,43.6,1.0,0.0,9.4
2015,15,2015-04-18,13.5,4.1,6.2,7.7,46.0,3.1,0.0,7.2
2015,16,2015-04-19,14.0,18.0,0.1,1.9,85.3,4.8,0.0,8.3
2015,16,2015-04-20,11.3,9.5,1.2,2.3,84.0,5.4,0.0,8.6
2015,16,2015-04-21,12.5,0.0,10.2,11.8,60.6,1.6,0.0,7.3
2015,16,2015-04-22,13.6,0.0,10.0,10.7,50.9,1.9,0.0,8.8
2015,16,2015-04-23,14.1,0.0,10.0,10.9,45.7,2.7,0.0,8.2
2015,16,2015-04-24,15.3,0.0,10.4,10.7,46.5,2.2,0.0,8.3
2015,16,2015-04-25,15.4,0.0,12.1,12.5,38.5,0.0,0.0,8.0
2015,17,2015-04-26,17.2,0.0,11.7,12.0,40.1,0.0,0.0,8.1
2015,17,2015-04-27,17.9,0.0,11.5,11.9,42.1,1.3,0.0,8.7
2015,17,2015-04-28,17.3,6.3,5.1,6.9,60.2,5.2,0.0,7.8
2015,17,2015-04-29,15.6,18.3,0.3,2.8,82.1,6.4,0.0,7.8
2015,17,2015-04-30,17.7,0.4,6.7,8.7,71.3,3.5,0.0,6.7
2015,17,2015-05-01,18.8,0.0,10.3,11.0,68.6,0.8,0.0,6.7
2015,17,2015-05-02,19.0,3.5,7.6,9.4,68.3,3.0,0.0,7.7
2015,18,2015-05-03,17.1,12.9,0.3,2.4,88.7,4.8,0.0,7.3
2015,18,2015-05-04,16.0,0.0,10.6,12.2,51.7,2.2,0.0,12.5
2015,18,2015-05-05,13.7,0.0,12.2,13.6,44.0,0.4,0.0,8.2
2015,18,2015-05-06,14.6,0.0,4.9,8.2,48.1,4.9,0.0,6.1
2015,18,2015-05-07,16.2,0.0,10.6,11.8,46.0,2.0,0.0,8.0
2015,18,2015-05-08,16.5,0.0,6.5,9.0,52.1,4.4,0.0,6.4
2015,18,2015-05-09,17.1,0.4,8.7,11.4,59.6,2.3,0.0,7.7
2015,19,2015-05-10,16.7,0.0,10.6,12.3,59.7,1.0,0.0,7.6
2015,19,2015-05-11,16.6,27.9,3.0,5.8,69.3,5.8,0.0,12.0
2015,19,2015-05-12,15.0,11.1,7.8,10.0,67.5,3.4,0.0,13.6
2015,19,2015-05-13,18.6,0.0,12.0,13.0,50.3,0.5,0.0,14.2
2015,19,2015-05-14,19.8,0.0,7.7,9.5,63.4,3.5,0.0,9.9
2015,19,2015-05-15,18.7,0.9,3.0,6.1,74.7,5.4,0.0,7.0
2015,19,2015-05-16,17.2,0.1,10.9,12.9,54.1,1.0,0.0,8.4
2015,20,2015-05-17,17.6,0.0,10.5,11.3,45.9,2.7,0.0,6.7
2015,20,2015-05-18,15.8,6.2,1.7,4.8,66.7,5.9,0.0,6.9
2015,20,2015-05-19,16.8,0.5,6.5,8.6,74.6,3.2,0.0,7.7
2015,20,2015-05-20,16.2,0.0,11.6,13.2,53.9,1.0,0.0,9.3
2015,20,2015-05-21,17.9,0.0,11.9,13.5,52.5,1.6,0.0,8.6
2015,20,2015-05-22,19.7,0.0,10.2,12.4,45.7,3.2,0.0,8.1
2015,20,2015-05-23,19.5,0.0,8.3,10.3,47.3,2.7,0.0,6.8
2015,21,2015-05-24,19.6,0.0,12.3,13.5,46.2,0.7,0.0,6.8
2015,21,2015-05-25,19.5,0.0,12.3,13.4,52.7,0.1,0.0,7.4
2015,21,2015-05-26,20.9,0.0,12.1,13.7,50.4,0.7,0.0,7.5
2015,21,2015-05-27,21.2,0.0,11.6,13.2,45.5,1.9,0.0,6.6
2015,21,2015-05-28,21.5,0.1,9.7,11.9,48.1,2.2,0.0,7.4
2015,21,2015-05-29,22.0,0.0,10.2,11.8,50.1,3.2,0.0,7.0
2015,21,2015-05-30,18.4,2.8,2.4,4.8,75.6,3.5,0.0,6.8
2015,22,2015-05-31,19.9,0.0,10.6,12.5,64.2,1.7,0.0,7.2
2015,22,2015-06-01,20.9,0.0,11.1,12.2,58.2,3.2,0.0,7.1
2015,22,2015-06-02,20.9,1.6,4.8,7.5,61.9,5.1,0.0,6.7
2015,22,2015-06-03,21.1,0.1,10.9,13.4,45.3,2.5,0.0,11.0
2015,22,2015-06-04,21.1,0.0,10.0,11.6,42.5,2.9,0.0,7.5
2015,22,2015-06-05,16.5,3.3,1.8,4.5,68.7,4.9,0.0,6.8
2015,22,2015-06-06,18.9,0.0,11.2,12.5,63.0,1.2,0.0,6.9
2015,23,2015-06-07,20.5,0.0,8.7,11.4,60.2,2.5,0.0,7.6
2015,23,2015-06-08,19.7,1.2,2.0,5.5,71.4,5.5,0.0,5.8
2015,23,2015-06-09,20.9,0.0,8.3,10.7,70.2,3.8,0.0,6.8
2015,23,2015-06-10,23.0,0.0,10.5,11.9,60.9,3.0,0.0,7.5
2015,23,2015-06-11,21.4,2.2,1.1,4.1,72.8,5.5,0.0,7.6
2015,23,2015-06-12,22.6,0.4,10.3,12.2,63.9,2.6,0.0,9.2
2015,23,2015-06-13,22.2,0.6,4.4,7.5,66.7,3.6,0.0,9.8
2015,24,2015-06-14,21.2,6.9,6.1,8.5,74.1,3.7,0.0,9.2
2015,24,2015-06-15,22.4,0.1,5.0,7.9,73.3,5.6,0.0,6.8
2015,24,2015-06-16,21.9,0.6,6.1,9.3,75.5,4.9,0.0,7.5
2015,24,2015-06-17,20.8,3.0,2.5,7.1,75.2,6.1,0.0,7.3
2015,24,2015-06-18,22.1,0.4,6.6,9.2,66.8,5.1,0.0,8.4
2015,24,2015-06-19,21.8,0.8,7.7,10.5,67.0,4.0,0.0,7.6
2015,24,2015-06-20,18.7,17.0,0.6,3.5,84.9,5.0,0.0,6.2
2015,25,2015-06-21,20.6,0.2,7.6,10.4,72.1,2.9,0.0,6.2
2015,25,2015-06-22,21.6,0.5,7.6,10.0,71.5,4.1,0.0,6.9
2015,25,2015-06-23,22.4,0.1,9.3,11.0,69.7,3.6,0.0,6.8
2015,25,2015-06-24,22.0,5.0,3.9,7.0,73.6,5.6,0.0,7.3
2015,25,2015-06-25,21.3,13.2,1.7,5.7,78.2,6.1,0.0,7.2
2015,25,2015-06-26,20.2,25.3,0.6,4.2,82.7,6.5,0.0,9.8
2015,25,2015-06-27,21.1,1.0,5.5,8.2,74.5,3.5,0.0,7.3
2015,26,2015-06-28,21.4,0.0,8.7,11.4,72.9,2.5,0.0,7.0
2015,26,2015-06-29,22.8,0.2,8.2,11.0,70.9,4.6,0.0,6.5
2015,26,2015-06-30,20.8,12.5,0.9,3.6,81.3,6.6,0.0,7.0
2015,26,2015-07-01,21.8,0.4,8.5,10.7,72.8,3.2,0.0,9.5
2015,26,2015-07-02,21.8,0.1,9.6,11.6,67.9,3.4,0.0,7.4
2015,26,2015-07-03,21.8,0.1,8.5,10.9,66.3,3.7,0.0,7.6
2015,26,2015-07-04,20.8,0.0,7.9,10.9,66.7,3.1,0.0,6.9
2015,27,2015-07-05,21.3,1.1,8.4,10.5,69.9,3.3,0.0,6.9
2015,27,2015-07-06,21.6,0.5,6.0,8.8,70.5,4.9,0.0,6.4
2015,27,2015-07-07,19.8,15.6,1.0,3.7,79.6,6.7,0.0,7.0
2015,27,2015-07-08,20.7,19.4,0.3,4.2,86.1,6.8,0.0,6.8
2015,27,2015-07-09,22.4,19.9,2.1,5.7,80.9,6.0,0.0,7.0
2015,27,2015-07-10,24.5,0.0,8.2,10.3,75.3,4.4,0.0,6.7
2015,27,2015-07-11,25.2,8.5,5.2,7.6,77.0,5.1,0.0,8.2
2015,28,2015-07-12,23.4,36.8,0.0,2.1,87.6,6.5,0.0,13.9
2015,28,2015-07-13,22.8,4.5,1.7,4.1,82.0,4.5,0.0,13.5
2015,28,2015-07-14,24.4,0.0,8.6,10.6,75.7,2.6,0.0,7.8
2015,28,2015-07-15,24.4,1.7,7.5,10.0,73.7,2.4,0.0,8.6
2015,28,2015-07-16,22.2,0.1,8.6,10.4,64.5,2.8,0.0,10.4
2015,28,2015-07-17,21.2,0.2,4.5,8.7,63.6,3.8,0.0,8.2
2015,28,2015-07-18,22.4,0.1,3.4,7.3,71.0,3.9,0.0,5.7
2015,29,2015-07-19,23.3,1.4,3.6,7.7,76.1,4.1,0.0,5.9
2015,29,2015-07-20,23.9,2.6,1.2,5.3,81.9,4.8,0.0,5.9
2015,29,2015-07-21,24.1,4.0,1.7,5.4,85.6,5.0,0.0,5.1
2015,29,2015-07-22,0.0,3.5,0.0,0.0,0.0,0.0,0.0,6.5
2015,29,2015-07-23,25.1,12.8,1.7,4.7,85.1,4.8,0.0,8.2
2015,29,2015-07-24,25.5,16.8,0.9,2.9,90.5,4.9,0.0,9.6
2015,29,2015-07-25,26.4,12.9,4.9,6.6,82.4,3.6,0.0,10.9
2015,30,2015-07-26,26.1,5.4,9.3,11.0,74.8,2.1,0.0,6.8
2015,30,2015-07-27,25.6,2.1,4.3,6.5,80.7,3.6,0.0,6.5
2015,30,2015-07-28,26.4,0.8,6.0,8.6,78.4,3.7,0.0,6.9
2015,30,2015-07-29,26.4,8.0,4.5,6.9,82.2,3.5,0.0,7.2
2015,30,2015-07-30,27.6,0.0,8.7,10.4,77.2,2.1,0.0,7.6
2015,30,2015-07-31,27.2,0.0,9.3,10.8,75.6,1.6,0.0,7.3
2015,30,2015-08-01,26.7,0.9,9.2,10.6,75.1,1.7,0.0,7.4
2015,31,2015-08-02,25.8,5.2,5.2,7.6,78.5,3.2,0.0,8.6
2015,31,2015-08-03,27.0,0.1,9.9,11.2,71.9,1.5,0.0,8.4
2015,31,2015-08-04,26.9,0.0,9.6,10.7,71.1,1.5,0.0,9.1
2015,31,2015-08-05,27.1,0.1,9.5,10.8,71.6,1.6,0.0,7.9
2015,31,2015-08-06,27.6,0.0,10.8,11.4,69.9,0.9,0.0,6.0
2015,31,2015-08-07,27.8,5.4,9.8,11.7,70.9,1.2,0.0,7.1
2015,31,2015-08-08,26.2,8.0,7.6,8.5,78.8,2.5,0.0,9.9
2015,32,2015-08-09,26.1,0.0,8.4,10.2,73.7,3.4,0.0,6.2
2015,32,2015-08-10,25.7,0.0,4.4,8.0,73.0,4.0,0.0,5.6
2015,32,2015-08-11,24.5,8.6,1.3,4.2,76.6,4.7,0.0,7.7
2015,32,2015-08-12,23.2,5.5,4.3,6.2,80.2,3.7,0.0,7.1
2015,32,2015-08-13,24.2,6.4,7.8,9.3,77.0,2.9,0.0,8.0
2015,32,2015-08-14,24.6,0.5,9.0,10.1,75.6,1.9,0.0,6.1
2015,32,2015-08-15,25.3,0.0,9.1,10.0,74.4,1.5,0.0,5.8
2015,33,2015-08-16,24.3,6.7,2.4,5.7,79.2,4.1,0.0,7.8
2015,33,2015-08-17,24.4,1.1,8.4,9.6,73.2,2.6,0.0,7.1
2015,33,2015-08-18,24.7,0.0,5.7,7.8,71.8,3.4,0.0,6.7
2015,33,2015-08-19,24.5,0.0,1.8,6.0,75.0,4.6,0.0,6.3
2015,33,2015-08-20,23.4,3.9,0.7,3.7,83.2,5.2,0.0,5.5
2015,33,2015-08-21,22.3,24.9,3.5,6.0,80.9,4.2,0.0,6.9
2015,33,2015-08-22,23.7,0.1,2.6,5.6,78.7,4.4,0.0,5.2
2015,34,2015-08-23,24.3,0.1,5.1,7.6,75.7,4.0,0.0,5.3
2015,34,2015-08-24,24.0,2.5,1.7,4.6,74.6,4.7,0.0,9.8
2015,34,2015-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,34,2015-08-26,21.6,0.4,6.9,8.8,73.6,3.2,0.0,7.8
2015,34,2015-08-27,22.7,1.4,8.6,9.2,74.4,2.0,0.0,7.7
2015,34,2015-08-28,22.5,1.5,7.7,8.6,76.8,2.4,0.0,7.0
2015,34,2015-08-29,22.5,0.0,7.5,8.6,75.6,1.6,0.0,5.0
2015,35,2015-08-30,22.6,0.4,7.6,8.9,75.4,1.9,0.0,5.8
2015,35,2015-08-31,23.1,0.9,7.0,8.2,73.7,3.1,0.0,6.9
2015,35,2015-09-01,22.9,7.4,4.5,7.2,73.3,4.1,0.0,7.8
2015,35,2015-09-02,22.2,8.7,4.1,6.2,81.7,4.2,0.0,7.8
2015,35,2015-09-03,22.4,2.8,7.2,8.5,77.8,2.3,0.0,7.3
2015,35,2015-09-04,22.8,0.0,8.8,9.6,74.6,2.0,0.0,6.1
2015,35,2015-09-05,21.1,8.9,0.5,3.3,83.0,4.8,0.0,7.5
2015,36,2015-09-06,20.3,5.7,3.1,5.6,75.8,3.9,0.0,9.5
2015,36,2015-09-07,20.4,0.0,9.2,9.4,65.8,1.6,0.0,8.1
2015,36,2015-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
2015,36,2015-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4
2015,36,2015-09-10,20.3,0.0,11.1,10.8,65.3,0.4,0.0,6.6
2015,36,2015-09-11,20.6,1.1,6.1,7.6,75.0,2.8,0.0,7.0
2015,36,2015-09-12,18.4,4.2,1.4,3.3,78.8,4.6,0.0,6.8
2015,37,2015-09-13,18.5,0.0,10.7,10.6,64.2,0.4,0.0,7.8
2015,37,2015-09-14,19.1,0.0,9.9,9.2,65.4,2.0,0.0,6.6
2015,37,2015-09-15,19.2,0.0,9.5,9.2,61.4,2.5,0.0,8.3
2015,37,2015-09-16,18.7,3.7,5.2,6.7,66.9,3.8,0.0,7.8
2015,37,2015-09-17,19.0,8.2,6.6,7.9,69.9,2.8,0.0,7.9
2015,37,2015-09-18,19.8,0.0,9.4,9.3,68.2,2.0,0.0,6.8
2015,37,2015-09-19,19.8,0.0,8.9,8.9,71.3,2.1,0.0,5.9
2015,38,2015-09-20,19.8,0.0,7.8,8.1,73.8,2.6,0.0,5.4
