date,price
20101119,"36,545"
20101118,"36,452"
20101117,"33,977"
20101116,"34,899"
20101115,"36,357"
20101113,"33,694"
20101112,"33,254"
20101111,"31,885"
20101110,"32,307"
20101109,"30,862"
20101108,"33,227"
20101106,"31,758"
20101105,"31,180"
20101104,"32,341"
20101103,"32,223"
20101102,"32,070"
20101101,"34,514"
20101030,"32,185"
20101029,"31,298"
20101028,"32,454"
20101027,"29,117"
20101026,"29,703"
20101025,"28,901"
20101023,"27,232"
20101022,"28,155"
20101021,"27,324"
20101020,"25,625"
20101019,"26,311"
20101018,"27,390"
20101016,"26,976"
20101015,"24,154"
20101014,"24,943"
20101013,"25,314"
20101012,"24,947"
20101011,"23,987"
20101009,"26,034"
20101008,"34,392"
20101007,"34,392"
20101006,"27,176"
20101005,"26,755"
20101004,"29,129"
20101002,"32,631"
20101001,"31,946"
20100930,"34,385"
20100929,"33,816"
20100928,"38,756"
20100927,"32,290"
20100921,"12,333"
20100920,"25,090"
20100918,"40,866"
20100917,"54,254"
20100916,"60,775"
20100915,"55,270"
20100914,"51,971"
20100913,"44,572"
20100911,"40,937"
20100910,"37,591"
20100909,"37,142"
20100908,"22,110"
20100907,"24,023"
20100906,"24,017"
20100904,"27,675"
20100903,"27,675"
20100902,"20,973"
20100901,"24,033"
20100831,"15,527"
20100830,"19,149"
20100828,"15,154"
20100827,"12,282"
20100826,"12,282"
20100825,"12,212"
20100824,"15,122"
20100823,"14,831"
20100821,"14,455"
20100820,"17,499"
20100819,"19,399"
20100818,"19,060"
20100817,"16,735"
20100816,"17,776"
20100814,"13,252"
20100813,"14,286"
20100812,"13,865"
20100811,"16,017"
20100810,"13,253"
20100809,"17,272"
20100807,"14,539"
20100806,"14,157"
20100805,"16,004"
20100804,"16,398"
20100803,"16,848"
20100802,"19,400"
20100731,"14,549"
20100730,"16,024"
20100729,"16,055"
20100728,"14,217"
20100727,"15,904"
20100726,"17,367"
20100724,"16,441"
20100723,"15,302"
20100722,"16,042"
20100721,"16,042"
20100720,"17,125"
20100719,"20,838"
20100717,"17,007"
20100716,"16,930"
20100715,"17,531"
20100714,"20,398"
20100713,"20,860"
20100712,"19,014"
20100710,"19,964"
20100709,"19,014"
20100708,"23,460"
20100707,"25,149"
20100706,"25,794"
20100705,"28,294"
20100703,"28,362"
20100702,"27,325"
20100701,"28,137"
20100630,"28,644"
20100629,"28,379"
20100628,"31,513"
20100626,"22,258"
20100625,"29,173"
20100624,"26,412"
20100623,"28,323"
20100622,"27,265"
20100621,"26,192"
20100619,"22,716"
20100618,"24,533"
20100617,"25,779"
20100616,"27,719"
20100615,"27,234"
20100614,"28,128"
20100612,"27,173"
20100611,"28,781"
20100610,"27,753"
20100609,"26,647"
20100608,"31,235"
20100607,"31,300"
20100605,"24,942"
20100604,"32,567"
20100603,"32,836"
20100602,"34,475"
20100601,"33,307"
20100531,"32,818"
20100529,"26,345"
20100528,"26,345"
20100527,"27,298"
20100526,"26,190"
20100525,"28,160"
20100524,"28,853"
20100522,"27,392"
20100521,"29,361"
20100520,"27,392"
20100519,"24,478"
20100518,"27,009"
20100517,"29,395"
20100515,"25,977"
20100514,"27,514"
20100513,"29,348"
20100512,"29,181"
20100511,"32,746"
20100510,"33,098"
20100508,"29,911"
20100507,"33,644"
20100506,"34,255"
20100505,"35,327"
20100504,"31,282"
20100503,"30,994"
20100501,"28,655"
20100430,"31,334"
20100429,"31,334"
20100428,"29,767"
20100427,"27,771"
20100426,"30,579"
20100424,"30,811"
20100423,"28,451"
20100422,"29,544"
20100421,"29,475"
20100420,"31,564"
20100419,"34,895"
20100417,"29,116"
20100416,"31,558"
20100415,"34,036"
20100414,"31,022"
20100413,"34,867"
20100412,"34,341"
20100410,"29,710"
20100409,"28,955"
20100408,"30,739"
20100407,"31,114"
20100406,"33,815"
20100405,"32,058"
20100403,"28,961"
20100402,"33,500"
20100401,"34,671"
20100331,"35,174"
20100330,"31,016"
20100329,"30,700"
20100327,"28,686"
20100326,"31,070"
20100325,"33,167"
20100324,"23,710"
20100323,"30,863"
20100322,"32,787"
20100320,"30,149"
20100319,"33,333"
20100318,"34,077"
20100317,"32,039"
20100316,"33,661"
20100315,"32,372"
20100313,"32,703"
20100312,"33,709"
20100311,"37,196"
20100310,"33,000"
20100309,"34,855"
20100308,"33,965"
20100306,"30,308"
20100305,"33,109"
20100304,"33,949"
20100303,"30,067"
20100302,"38,018"
20100301,"33,874"
20100227,"25,363"
20100226,"29,969"
20100225,"30,626"
20100224,"28,960"
20100223,"34,274"
20100222,"31,183"
20100220,"66,000"
20100219,"22,596"
20100218,"22,596"
20100213,"22,596"
20100212,"22,596"
20100211,"33,044"
20100210,"37,718"
20100209,"38,040"
20100208,"42,083"
20100206,"40,702"
20100205,"40,319"
20100204,"34,081"
20100203,"35,168"
20100202,"32,005"
20100201,"33,632"
20100130,"32,545"
20100128,"33,038"
20100127,"34,245"
20100126,"30,910"
20100125,"32,728"
20100123,"31,947"
20100122,"31,947"
20100121,"32,758"
20100120,"31,370"
20100119,"31,474"
20100118,"33,913"
20100116,"30,899"
20100115,"32,809"
20100114,"34,688"
20100113,"33,481"
20100112,"34,764"
20100111,"35,806"
20100109,"30,143"
20100108,"33,363"
20100107,"33,844"
20100105,"38,996"
20100104,"36,335"
